customer_id,gender,senior_citizen,tenure,monthly_charges,total_charges,contract_type,internet_service,num_support_calls,payment_method,has_partner,has_dependents,churned
PT-0605,Female,0,18,92.16,1615.79,Month-to-month,Fiber optic,4,Bank transfer,0,0,1
PT-0606,Male,1,9,27.63,234.85,Two year,DSL,0,Electronic check,1,0,0
PT-0607,Male,1,8,108.0,988.43,One year,No,4,Bank transfer,1,0,1
PT-0608,Female,1,19,83.03,1552.1,Month-to-month,Fiber optic,1,Credit card,1,1,0
PT-0609,Male,0,11,23.33,243.89,One year,Fiber optic,6,Bank transfer,0,0,0
PT-0610,Female,1,44,88.13,3482.22,Month-to-month,Fiber optic,6,Bank transfer,0,0,0
PT-0611,Male,0,48,43.38,2086.92,Month-to-month,Fiber optic,4,Electronic check,1,0,0
PT-0612,Male,0,39,45.61,1930.76,One year,Fiber optic,1,Credit card,0,0,0
PT-0613,Male,0,59,28.82,1808.34,Two year,DSL,5,Credit card,0,0,0
PT-0614,Female,1,72,66.71,4651.51,Month-to-month,Fiber optic,3,Credit card,1,1,0
PT-0615,Female,0,21,32.99,615.29,One year,DSL,0,Electronic check,0,0,0
PT-0616,Male,1,48,102.95,4376.43,Two year,DSL,0,Bank transfer,1,0,0
PT-0617,Male,0,40,109.19,4109.82,Month-to-month,Fiber optic,3,Electronic check,1,0,1
PT-0618,Female,0,16,69.28,964.68,Month-to-month,Fiber optic,4,Bank transfer,1,0,0
PT-0619,Female,1,17,88.58,1508.01,Month-to-month,Fiber optic,0,Bank transfer,0,1,0
PT-0620,Female,0,30,101.02,2884.22,Month-to-month,Fiber optic,3,Credit card,1,1,1
PT-0621,Male,0,40,70.49,2501.36,One year,DSL,0,Electronic check,0,0,0
PT-0622,Male,0,69,36.18,2136.17,One year,DSL,0,Credit card,0,1,0
PT-0623,Female,1,6,64.23,435.54,Month-to-month,DSL,4,Credit card,1,0,1
PT-0624,Male,1,22,45.68,909.29,One year,DSL,2,Credit card,0,0,0
PT-0625,Female,0,4,84.2,316.39,Month-to-month,DSL,3,Electronic check,0,0,1
PT-0626,Male,0,66,87.72,5589.87,Month-to-month,DSL,1,Credit card,1,0,0
PT-0627,Female,0,3,44.22,151.11,One year,DSL,0,Bank transfer,1,0,1
PT-0628,Male,0,48,68.64,2966.75,Month-to-month,No,0,Credit card,0,0,0
PT-0629,Female,0,1,25.42,28.64,Month-to-month,DSL,0,Mailed check,1,0,1
PT-0630,Male,0,12,55.58,591.52,Month-to-month,Fiber optic,0,Bank transfer,1,0,0
PT-0631,Female,0,34,108.17,3907.0,Month-to-month,Fiber optic,1,Bank transfer,0,1,1
PT-0632,Male,1,61,20.39,1060.8,Month-to-month,Fiber optic,3,Credit card,1,1,1
PT-0633,Male,1,4,100.33,439.37,Month-to-month,DSL,3,Bank transfer,1,0,0
PT-0634,Male,0,60,53.34,2905.63,Month-to-month,Fiber optic,1,Bank transfer,1,0,1
PT-0635,Female,0,30,108.21,3701.4,Month-to-month,Fiber optic,1,Electronic check,0,1,0
PT-0636,Female,1,65,64.46,4254.99,One year,Fiber optic,0,Mailed check,0,1,0
PT-0637,Male,0,34,104.02,3913.84,Two year,Fiber optic,1,Electronic check,1,1,0
PT-0638,Female,0,55,77.69,4840.92,Month-to-month,No,5,Credit card,1,0,1
PT-0639,Female,0,47,66.55,2699.46,One year,DSL,4,Bank transfer,0,0,0
PT-0640,Male,1,4,109.12,400.55,One year,No,0,Mailed check,0,0,0
PT-0641,Male,0,4,63.2,276.16,One year,Fiber optic,1,Electronic check,1,0,0
PT-0642,Male,0,67,91.47,6943.97,One year,Fiber optic,3,Electronic check,1,1,0
PT-0643,Male,0,49,48.2,2608.15,Month-to-month,DSL,3,Bank transfer,1,0,1
PT-0644,Male,1,7,46.54,314.19,Month-to-month,Fiber optic,0,Mailed check,0,0,0
PT-0645,Female,1,13,50.57,743.71,One year,Fiber optic,1,Electronic check,0,1,0
PT-0646,Male,1,17,77.36,1218.97,Month-to-month,Fiber optic,3,Credit card,0,0,1
PT-0647,Male,0,17,48.05,801.13,Two year,Fiber optic,0,Mailed check,0,0,0
PT-0648,Female,0,48,107.32,5178.68,One year,DSL,5,Mailed check,0,0,0
PT-0649,Male,0,9,50.74,479.66,One year,No,0,Bank transfer,1,0,0
PT-0650,Male,0,6,64.63,436.63,One year,Fiber optic,0,Credit card,0,0,0
PT-0651,Female,0,27,56.03,1660.8,Month-to-month,DSL,0,Mailed check,1,0,1
PT-0652,Female,0,4,37.92,141.86,Month-to-month,DSL,3,Mailed check,1,1,1
PT-0653,Male,0,23,95.86,2476.4,Month-to-month,Fiber optic,0,Electronic check,1,0,0
PT-0654,Male,0,48,79.48,4319.95,Two year,No,4,Credit card,0,0,0
PT-0655,Male,0,25,67.93,1797.27,Month-to-month,Fiber optic,0,Mailed check,1,0,0
PT-0656,Male,0,17,96.64,1873.73,Two year,DSL,0,Electronic check,1,1,0
PT-0657,Male,1,50,87.62,4571.67,One year,Fiber optic,0,Bank transfer,1,1,0
PT-0658,Female,0,52,77.43,4377.41,One year,DSL,2,Mailed check,1,0,0
PT-0659,Female,0,49,71.42,3956.8,Month-to-month,Fiber optic,2,Credit card,1,0,0
PT-0660,Female,1,44,58.35,2542.41,Month-to-month,No,2,Bank transfer,1,0,1
PT-0661,Female,0,34,78.08,2542.5,Month-to-month,No,0,Bank transfer,0,0,1
PT-0662,Female,0,70,38.03,2419.83,Month-to-month,DSL,1,Bank transfer,0,1,0
PT-0663,Male,1,34,20.77,663.7,Two year,Fiber optic,0,Electronic check,1,1,0
PT-0664,Male,0,30,40.42,1303.23,Month-to-month,Fiber optic,3,Credit card,1,0,0
PT-0665,Female,0,55,89.31,5203.74,Month-to-month,Fiber optic,0,Mailed check,1,1,1
PT-0666,Female,0,29,57.72,1767.16,Month-to-month,Fiber optic,1,Bank transfer,1,1,1
PT-0667,Male,0,20,107.95,2479.13,One year,Fiber optic,4,Credit card,1,0,0
PT-0668,Male,1,50,36.95,1630.59,One year,Fiber optic,0,Bank transfer,0,0,0
PT-0669,Male,0,63,22.42,1284.91,Two year,Fiber optic,2,Electronic check,1,0,0
PT-0670,Male,0,42,97.37,3980.18,Month-to-month,DSL,3,Credit card,1,1,1
PT-0671,Male,0,27,47.88,1416.05,One year,DSL,0,Mailed check,1,0,0
PT-0672,Male,0,9,94.21,874.56,Month-to-month,DSL,1,Credit card,1,0,0
PT-0673,Male,0,59,51.21,3331.96,One year,Fiber optic,3,Credit card,0,0,0
PT-0674,Female,0,50,101.97,4614.31,One year,Fiber optic,0,Electronic check,0,0,0
PT-0675,Female,0,28,101.79,2774.26,One year,DSL,0,Bank transfer,1,0,0
PT-0676,Male,1,6,61.6,322.28,One year,Fiber optic,4,Credit card,1,1,0
PT-0677,Male,0,5,20.97,92.73,Two year,DSL,1,Electronic check,0,1,0
PT-0678,Female,0,61,93.84,6310.8,Month-to-month,DSL,0,Electronic check,0,0,1
PT-0679,Female,0,10,80.43,686.36,Month-to-month,Fiber optic,3,Mailed check,1,1,1
PT-0680,Male,0,40,59.96,2469.06,Month-to-month,Fiber optic,4,Mailed check,0,0,0
PT-0681,Male,0,3,57.95,199.37,Month-to-month,DSL,1,Electronic check,0,1,1
PT-0682,Female,1,14,93.41,1238.17,One year,Fiber optic,0,Credit card,1,0,0
PT-0683,Male,0,42,35.63,1452.53,Month-to-month,Fiber optic,1,Bank transfer,1,0,1
PT-0684,Male,0,39,89.08,3473.68,Two year,Fiber optic,2,Mailed check,1,0,0
PT-0685,Female,0,43,35.78,1659.34,One year,No,1,Electronic check,1,0,0
PT-0686,Male,1,2,40.93,84.72,Two year,DSL,1,Credit card,0,1,1
PT-0687,Male,0,64,46.7,2676.47,Month-to-month,DSL,4,Credit card,1,0,0
PT-0688,Male,1,54,78.32,3960.88,Month-to-month,No,0,Bank transfer,1,0,0
PT-0689,Male,0,29,74.73,2090.12,Month-to-month,Fiber optic,6,Electronic check,0,0,0
PT-0690,Male,0,17,28.26,493.77,Two year,No,2,Mailed check,0,0,0
PT-0691,Female,0,26,42.04,986.94,Month-to-month,DSL,0,Bank transfer,1,0,0
PT-0692,Female,0,49,35.1,1689.65,One year,Fiber optic,2,Mailed check,1,0,0
PT-0693,Female,0,39,73.57,2570.37,One year,DSL,0,Credit card,1,0,0
PT-0694,Female,0,20,102.45,1744.22,Two year,Fiber optic,2,Bank transfer,1,0,0
PT-0695,Female,0,50,64.06,3338.53,One year,Fiber optic,6,Credit card,0,0,0
PT-0696,Female,0,66,83.82,5756.14,Month-to-month,DSL,3,Credit card,1,1,0
PT-0697,Female,0,47,76.79,3800.15,One year,Fiber optic,1,Mailed check,1,0,0
PT-0698,Male,0,15,89.39,1398.93,Two year,Fiber optic,4,Electronic check,0,0,0
PT-0699,Female,0,39,65.06,2562.61,Two year,Fiber optic,1,Electronic check,0,1,0
PT-0700,Female,0,35,87.39,3453.23,Month-to-month,DSL,0,Mailed check,1,0,1
PT-0701,Female,1,54,78.91,4559.05,Month-to-month,Fiber optic,1,Mailed check,0,0,0
PT-0702,Male,0,26,25.31,595.43,One year,DSL,0,Credit card,1,1,0
PT-0703,Male,0,11,46.38,491.47,Month-to-month,DSL,0,Electronic check,0,0,1
PT-0704,Male,1,6,28.72,173.47,Month-to-month,Fiber optic,0,Bank transfer,1,0,0
PT-0705,Female,0,48,81.37,3721.89,Month-to-month,DSL,0,Electronic check,1,0,0
PT-0706,Male,0,52,85.27,4950.12,Month-to-month,Fiber optic,3,Bank transfer,0,0,0
PT-0707,Female,1,53,79.42,3581.82,One year,No,0,Electronic check,1,1,0
PT-0708,Female,0,11,51.35,639.26,Two year,Fiber optic,4,Electronic check,1,0,0
PT-0709,Male,1,65,22.86,1484.98,Month-to-month,No,7,Credit card,0,0,0
PT-0710,Female,1,31,41.9,1170.48,Two year,Fiber optic,1,Electronic check,1,1,1
PT-0711,Female,0,36,39.83,1329.62,Month-to-month,No,2,Credit card,0,1,0
PT-0712,Male,1,9,77.96,675.75,One year,Fiber optic,2,Credit card,1,0,1
PT-0713,Male,0,12,30.02,342.97,One year,DSL,4,Mailed check,1,0,0
PT-0714,Male,0,8,73.11,530.46,Month-to-month,Fiber optic,1,Bank transfer,0,1,0
PT-0715,Male,0,51,20.83,1174.63,Month-to-month,No,1,Credit card,0,1,0
PT-0716,Male,1,41,47.8,2248.09,Month-to-month,No,3,Credit card,0,0,0
PT-0717,Female,0,43,33.74,1545.17,Two year,No,2,Mailed check,1,1,0
PT-0718,Male,0,71,55.31,3835.63,Month-to-month,DSL,5,Credit card,1,0,0
PT-0719,Female,0,25,83.1,2107.42,Month-to-month,DSL,3,Electronic check,1,0,0
PT-0720,Male,0,62,46.2,2559.19,Month-to-month,Fiber optic,0,Electronic check,1,1,0
PT-0721,Male,0,49,105.54,5058.38,Two year,No,6,Mailed check,0,0,0
PT-0722,Female,1,56,107.28,6236.52,Month-to-month,DSL,5,Mailed check,1,0,0
PT-0723,Male,0,12,90.0,1198.23,One year,DSL,0,Electronic check,0,0,1
PT-0724,Male,0,62,44.64,2971.4,One year,DSL,0,Credit card,1,0,0
PT-0725,Male,0,9,84.24,840.54,One year,Fiber optic,1,Credit card,0,1,0
PT-0726,Male,0,16,36.26,597.41,Month-to-month,Fiber optic,0,Bank transfer,0,0,1
PT-0727,Male,0,12,70.62,936.79,Month-to-month,No,0,Mailed check,1,1,1
PT-0728,Female,0,67,101.42,6373.97,One year,DSL,1,Credit card,1,1,0
PT-0729,Female,1,69,65.95,4807.11,One year,DSL,3,Mailed check,0,1,0
PT-0730,Female,0,17,85.62,1421.49,One year,DSL,2,Mailed check,1,0,1
PT-0731,Female,0,19,68.23,1129.36,One year,No,1,Bank transfer,0,0,0
PT-0732,Female,0,49,22.33,1128.18,Month-to-month,DSL,0,Electronic check,1,0,0
PT-0733,Male,0,43,90.03,3460.54,One year,DSL,6,Mailed check,1,0,0
PT-0734,Male,0,68,85.55,5479.79,Two year,Fiber optic,5,Bank transfer,1,1,0
PT-0735,Male,0,22,48.62,1150.46,Month-to-month,No,0,Credit card,1,1,1
PT-0736,Male,1,20,79.18,1413.84,One year,DSL,0,Bank transfer,0,1,0
PT-0737,Female,0,57,108.76,6754.41,One year,DSL,0,Mailed check,1,1,0
PT-0738,Female,0,41,96.07,4098.01,Month-to-month,DSL,4,Electronic check,0,1,1
PT-0739,Female,1,64,92.75,5064.65,Two year,Fiber optic,2,Credit card,0,0,1
PT-0740,Male,0,55,83.23,4920.52,Month-to-month,Fiber optic,1,Electronic check,1,0,0
PT-0741,Male,0,10,53.03,471.96,Month-to-month,DSL,0,Electronic check,1,1,1
PT-0742,Male,0,39,63.48,2301.0,Month-to-month,Fiber optic,2,Credit card,0,0,0
PT-0743,Male,0,63,25.17,1350.66,Month-to-month,DSL,3,Mailed check,1,0,1
PT-0744,Female,0,26,27.63,721.47,Month-to-month,DSL,3,Credit card,0,0,0
PT-0745,Female,0,61,55.58,3186.23,Month-to-month,DSL,2,Credit card,1,0,1
PT-0746,Female,0,46,99.52,4865.26,Month-to-month,DSL,1,Mailed check,1,0,0
PT-0747,Male,0,26,105.35,3116.85,Two year,DSL,0,Mailed check,1,0,0
PT-0748,Female,0,15,106.19,1732.72,Month-to-month,DSL,2,Electronic check,0,0,0
PT-0749,Female,0,2,59.09,110.72,Month-to-month,Fiber optic,2,Mailed check,0,0,0
PT-0750,Female,0,55,37.86,2211.27,Two year,Fiber optic,3,Mailed check,0,1,0
PT-0751,Male,0,16,31.91,439.85,Two year,No,0,Electronic check,0,0,0
PT-0752,Female,0,29,50.26,1448.44,One year,Fiber optic,3,Bank transfer,0,0,0
PT-0753,Female,0,32,48.79,1349.36,Month-to-month,DSL,1,Credit card,1,1,1
PT-0754,Male,0,63,52.72,3126.42,Month-to-month,DSL,0,Mailed check,1,0,0
PT-0755,Female,1,68,74.42,4663.18,Month-to-month,Fiber optic,2,Electronic check,0,1,0
PT-0756,Male,0,58,103.3,5227.28,One year,DSL,2,Credit card,0,1,0
PT-0757,Male,0,25,57.64,1532.48,Two year,Fiber optic,3,Bank transfer,1,0,0
PT-0758,Male,0,9,63.45,575.12,Two year,Fiber optic,0,Mailed check,1,1,0
PT-0759,Female,0,8,91.5,774.56,One year,Fiber optic,0,Electronic check,0,0,0
PT-0760,Female,1,50,56.08,2611.78,Month-to-month,DSL,0,Mailed check,0,1,0
PT-0761,Female,0,29,46.67,1259.44,Month-to-month,DSL,0,Mailed check,1,0,0
PT-0762,Male,0,27,68.11,1563.9,Month-to-month,Fiber optic,1,Bank transfer,1,0,0
PT-0763,Female,0,53,100.85,5016.16,Two year,Fiber optic,3,Bank transfer,0,0,0
PT-0764,Male,0,33,98.3,3374.6,One year,No,2,Mailed check,1,0,0
PT-0765,Female,0,58,40.86,2530.76,Month-to-month,No,3,Mailed check,0,0,0
PT-0766,Male,0,3,47.91,160.34,Two year,Fiber optic,2,Mailed check,0,0,1
PT-0767,Male,0,52,29.02,1521.16,One year,No,0,Electronic check,0,0,0
PT-0768,Male,0,32,89.31,2658.71,Two year,Fiber optic,0,Electronic check,0,1,0
PT-0769,Female,0,26,32.53,911.67,Two year,No,1,Mailed check,0,1,0
PT-0770,Male,0,6,29.25,164.8,One year,No,4,Mailed check,0,0,1
PT-0771,Female,0,19,51.8,921.26,Two year,Fiber optic,0,Electronic check,1,0,0
PT-0772,Male,0,37,52.16,1996.91,Month-to-month,No,0,Electronic check,0,1,1
PT-0773,Female,1,43,73.97,3351.93,Month-to-month,Fiber optic,0,Bank transfer,0,0,0
PT-0774,Female,0,10,91.0,1008.75,Two year,Fiber optic,5,Mailed check,1,0,0
PT-0775,Female,0,15,72.01,1229.08,Month-to-month,DSL,3,Credit card,1,0,0
PT-0776,Female,0,43,32.44,1580.74,Two year,Fiber optic,1,Credit card,1,1,0
PT-0777,Male,0,11,72.29,776.54,One year,Fiber optic,1,Mailed check,1,0,1
PT-0778,Male,0,72,62.65,4014.96,Month-to-month,No,0,Bank transfer,0,0,0
PT-0779,Female,0,27,94.5,2211.54,Month-to-month,No,1,Electronic check,1,0,1
PT-0780,Male,1,10,62.91,646.83,Month-to-month,DSL,0,Mailed check,0,0,1
PT-0781,Female,0,24,62.28,1333.34,One year,No,0,Credit card,0,0,0
PT-0782,Male,0,23,65.3,1281.51,Two year,Fiber optic,2,Credit card,1,1,0
PT-0783,Male,0,21,44.46,819.36,Month-to-month,No,1,Electronic check,0,0,1
PT-0784,Male,0,62,48.19,3114.96,Two year,DSL,0,Bank transfer,1,0,0
PT-0785,Male,0,47,74.29,3854.7,Month-to-month,DSL,1,Electronic check,1,0,0
PT-0786,Male,0,35,27.65,988.11,Month-to-month,No,1,Credit card,0,0,0
PT-0787,Female,0,46,87.65,4586.78,One year,DSL,0,Mailed check,0,0,0
PT-0788,Male,1,20,22.13,481.91,Month-to-month,No,3,Electronic check,1,0,1
PT-0789,Female,0,12,105.75,1166.81,Month-to-month,Fiber optic,4,Bank transfer,1,0,0
PT-0790,Female,1,56,23.6,1405.96,One year,DSL,4,Electronic check,0,1,0
PT-0791,Female,0,2,32.84,72.98,One year,No,2,Electronic check,1,0,0
PT-0792,Female,0,9,45.21,390.21,Month-to-month,DSL,1,Credit card,1,0,0
PT-0793,Female,0,16,107.45,1713.14,Month-to-month,DSL,0,Mailed check,1,0,0
PT-0794,Female,0,11,81.4,897.0,Month-to-month,No,3,Electronic check,0,1,0
PT-0795,Male,0,14,46.16,579.98,Month-to-month,DSL,0,Electronic check,1,0,0
PT-0796,Female,0,11,36.22,351.61,Two year,Fiber optic,3,Credit card,0,0,0
PT-0797,Female,0,63,39.14,2644.31,Month-to-month,Fiber optic,0,Mailed check,0,0,0
PT-0798,Female,0,47,91.06,4894.27,Month-to-month,DSL,0,Electronic check,1,0,0
PT-0799,Male,0,19,26.23,484.18,Month-to-month,Fiber optic,3,Bank transfer,0,0,1
PT-0800,Female,0,39,34.81,1296.2,Month-to-month,Fiber optic,0,Mailed check,1,0,0
PT-0801,Female,0,72,90.48,6704.39,Month-to-month,Fiber optic,0,Bank transfer,0,0,0
PT-0802,Male,0,41,30.22,1413.71,Month-to-month,Fiber optic,0,Electronic check,1,0,0
PT-0803,Male,0,28,87.11,2210.53,One year,Fiber optic,0,Mailed check,0,1,0
PT-0804,Male,0,47,21.46,1128.64,One year,No,1,Credit card,1,0,0
PT-0805,Female,1,55,67.09,3983.39,Month-to-month,DSL,0,Mailed check,1,0,0
PT-0806,Female,0,13,109.58,1555.29,Month-to-month,Fiber optic,2,Credit card,0,0,0
PT-0807,Male,0,65,72.31,4041.15,Month-to-month,Fiber optic,2,Credit card,0,0,0
PT-0808,Male,0,60,57.16,3759.27,One year,Fiber optic,4,Electronic check,1,0,0
PT-0809,Female,0,40,95.46,4156.49,Month-to-month,DSL,3,Electronic check,0,0,0
PT-0810,Female,0,22,106.32,2684.86,Month-to-month,No,0,Mailed check,1,0,0
PT-0811,Female,0,50,107.96,4869.62,Two year,Fiber optic,1,Mailed check,0,1,0
PT-0812,Female,0,71,34.31,2306.22,Month-to-month,DSL,2,Electronic check,0,0,0
PT-0813,Male,1,49,22.28,1168.41,Two year,Fiber optic,2,Mailed check,1,0,0
PT-0814,Male,0,34,79.33,2515.13,Two year,Fiber optic,0,Electronic check,0,0,0
PT-0815,Male,0,19,45.42,965.14,Month-to-month,Fiber optic,0,Credit card,0,0,0
PT-0816,Female,0,63,106.33,5847.33,One year,Fiber optic,4,Bank transfer,1,0,0
PT-0817,Male,0,5,30.55,145.55,Month-to-month,No,1,Bank transfer,0,0,0
PT-0818,Male,1,66,88.49,5343.28,Month-to-month,No,1,Electronic check,1,0,0
PT-0819,Male,0,36,63.34,2590.28,Month-to-month,Fiber optic,1,Credit card,1,1,0
PT-0820,Male,0,23,37.81,959.91,One year,No,5,Electronic check,1,0,0
PT-0821,Female,0,58,58.14,3622.07,Two year,Fiber optic,0,Bank transfer,1,1,0
PT-0822,Female,0,5,106.23,491.8,Month-to-month,Fiber optic,0,Bank transfer,1,0,1
PT-0823,Female,0,24,52.2,1092.18,One year,Fiber optic,2,Bank transfer,0,1,0
PT-0824,Female,1,42,100.89,4315.74,Month-to-month,Fiber optic,0,Mailed check,0,1,1
PT-0825,Male,1,54,81.39,4309.63,Two year,DSL,4,Electronic check,1,0,0
PT-0826,Female,0,42,73.21,2831.68,Month-to-month,DSL,2,Electronic check,1,0,1
PT-0827,Female,0,69,102.62,6101.76,One year,DSL,4,Bank transfer,1,0,0
PT-0828,Female,0,72,89.72,6447.86,Month-to-month,DSL,4,Credit card,1,1,0
PT-0829,Male,0,14,22.64,273.96,Month-to-month,DSL,0,Credit card,0,0,1
PT-0830,Female,1,1,104.07,115.56,Month-to-month,Fiber optic,4,Electronic check,0,0,1
PT-0831,Female,1,49,44.29,1955.58,Month-to-month,Fiber optic,4,Credit card,1,1,1
PT-0832,Male,1,62,79.51,5634.09,Month-to-month,Fiber optic,4,Mailed check,0,0,0
PT-0833,Male,0,72,95.2,6324.64,One year,No,1,Credit card,0,0,1
PT-0834,Male,0,50,36.91,1626.55,Month-to-month,Fiber optic,1,Bank transfer,1,1,0
PT-0835,Male,1,14,102.27,1310.99,Month-to-month,No,3,Credit card,0,0,0
PT-0836,Male,0,14,33.26,518.19,One year,DSL,0,Credit card,0,0,1
PT-0837,Female,0,34,30.65,1057.83,Month-to-month,DSL,0,Bank transfer,0,0,0
PT-0838,Male,0,49,85.88,4110.39,Month-to-month,Fiber optic,3,Bank transfer,1,1,0
PT-0839,Male,0,15,39.76,516.45,Month-to-month,DSL,2,Mailed check,1,0,0
PT-0840,Male,0,64,38.51,2675.9,Month-to-month,DSL,2,Bank transfer,0,0,0
PT-0841,Female,0,31,35.32,1154.52,Month-to-month,DSL,0,Credit card,1,0,1
PT-0842,Female,0,22,81.13,1973.92,One year,No,3,Electronic check,1,0,0
PT-0843,Male,0,38,95.18,3644.26,Month-to-month,DSL,3,Bank transfer,1,0,0
PT-0844,Female,0,33,52.79,1487.85,Month-to-month,Fiber optic,2,Credit card,0,0,0
PT-0845,Male,0,53,97.06,5390.12,Month-to-month,Fiber optic,2,Credit card,1,0,0
PT-0846,Male,0,14,106.89,1665.77,One year,No,5,Credit card,0,0,0
PT-0847,Female,0,51,73.02,4221.47,Month-to-month,DSL,0,Electronic check,1,0,0
PT-0848,Female,0,15,107.25,1608.23,One year,Fiber optic,0,Mailed check,1,1,0
PT-0849,Male,0,63,45.94,3154.51,Month-to-month,DSL,1,Electronic check,1,0,1
PT-0850,Female,0,7,42.63,285.0,Month-to-month,No,4,Mailed check,0,1,1
PT-0851,Male,0,11,46.17,436.59,Two year,DSL,1,Credit card,0,0,0
PT-0852,Female,0,56,81.1,4299.73,One year,Fiber optic,0,Mailed check,1,0,0
PT-0853,Male,0,40,27.7,1130.16,One year,Fiber optic,0,Credit card,0,0,0
PT-0854,Female,1,46,62.15,2796.86,Month-to-month,Fiber optic,4,Electronic check,0,0,1
PT-0855,Male,1,39,90.8,3626.53,Month-to-month,Fiber optic,5,Electronic check,1,0,0
PT-0856,Male,0,67,61.42,3564.96,Month-to-month,No,0,Electronic check,1,1,1
PT-0857,Female,1,62,82.15,5649.97,Month-to-month,Fiber optic,0,Mailed check,0,1,0
PT-0858,Female,0,29,100.55,3038.13,Month-to-month,Fiber optic,1,Electronic check,1,1,0
PT-0859,Male,0,1,33.77,37.62,One year,DSL,2,Credit card,1,0,0
PT-0860,Female,0,62,108.44,7369.26,Two year,Fiber optic,2,Credit card,0,0,0
PT-0861,Male,0,19,93.67,1863.8,Month-to-month,Fiber optic,0,Bank transfer,1,1,1
PT-0862,Female,0,36,55.21,2105.41,Month-to-month,Fiber optic,1,Credit card,0,0,0
PT-0863,Male,1,50,20.99,987.4,One year,No,1,Bank transfer,0,0,0
PT-0864,Female,0,2,108.36,207.47,Two year,Fiber optic,1,Bank transfer,1,1,1
PT-0865,Male,0,44,61.35,2989.85,Month-to-month,Fiber optic,0,Electronic check,1,0,0
PT-0866,Male,1,65,89.79,5880.88,Month-to-month,DSL,0,Bank transfer,1,0,1
PT-0867,Male,0,13,79.87,1038.13,One year,DSL,2,Mailed check,0,0,0
PT-0868,Female,0,9,25.57,212.9,Month-to-month,Fiber optic,5,Credit card,1,1,0
PT-0869,Male,0,42,29.69,1228.09,Month-to-month,Fiber optic,0,Credit card,1,1,0
PT-0870,Male,0,56,93.25,5705.57,Month-to-month,Fiber optic,1,Electronic check,0,0,0
PT-0871,Male,0,53,71.15,4183.29,Month-to-month,Fiber optic,5,Credit card,0,0,0
PT-0872,Female,1,46,52.08,2682.99,Two year,No,1,Credit card,1,1,0
PT-0873,Male,1,11,31.45,347.74,Month-to-month,Fiber optic,4,Electronic check,0,0,0
PT-0874,Female,0,46,26.12,1335.42,Two year,DSL,2,Mailed check,1,0,0
PT-0875,Male,1,61,104.32,7289.29,One year,DSL,0,Electronic check,0,0,0
PT-0876,Female,0,31,64.42,2180.14,One year,Fiber optic,2,Electronic check,1,0,0
PT-0877,Male,1,62,105.19,6072.77,Month-to-month,DSL,0,Credit card,1,0,0
PT-0878,Male,0,8,22.37,194.09,Month-to-month,Fiber optic,1,Credit card,0,1,0
PT-0879,Female,0,17,58.67,975.5,Month-to-month,Fiber optic,6,Bank transfer,1,0,0
PT-0880,Male,0,30,28.28,723.7,Month-to-month,Fiber optic,0,Electronic check,0,1,0
PT-0881,Male,0,8,31.4,227.13,Month-to-month,DSL,1,Bank transfer,0,1,0
PT-0882,Male,0,10,42.52,430.77,Month-to-month,Fiber optic,0,Bank transfer,0,0,0
PT-0883,Female,1,38,98.21,3445.59,Two year,DSL,1,Bank transfer,1,1,0
PT-0884,Female,0,11,38.32,375.63,Two year,DSL,1,Mailed check,0,0,0
PT-0885,Male,0,31,82.85,2683.85,Month-to-month,DSL,1,Bank transfer,1,0,0
PT-0886,Male,0,36,96.91,3367.28,Month-to-month,Fiber optic,2,Credit card,0,0,1
PT-0887,Male,0,69,24.7,1604.67,One year,DSL,4,Bank transfer,1,1,0
PT-0888,Male,0,56,97.92,5948.43,Two year,Fiber optic,2,Electronic check,1,1,0
PT-0889,Female,1,60,58.15,3718.46,One year,DSL,4,Mailed check,0,0,0
PT-0890,Female,0,32,89.42,2686.17,One year,DSL,1,Bank transfer,1,0,0
PT-0891,Male,0,40,71.16,2693.54,Month-to-month,DSL,0,Credit card,0,0,0
PT-0892,Male,0,8,72.16,504.46,Two year,Fiber optic,2,Electronic check,1,0,0
PT-0893,Female,0,64,31.45,2091.5,Month-to-month,Fiber optic,2,Electronic check,0,1,0
PT-0894,Female,1,41,23.78,1038.56,Month-to-month,Fiber optic,2,Bank transfer,1,0,0
PT-0895,Female,1,6,74.05,424.27,Month-to-month,Fiber optic,0,Bank transfer,1,1,0
PT-0896,Female,0,19,22.22,435.73,Month-to-month,No,1,Bank transfer,1,0,0
PT-0897,Male,0,6,46.18,247.99,One year,DSL,2,Bank transfer,0,0,0
PT-0898,Male,0,49,88.64,4537.78,Two year,No,3,Mailed check,1,1,0
PT-0899,Male,1,61,79.33,4868.65,Month-to-month,DSL,0,Bank transfer,0,0,0
PT-0900,Female,0,31,60.05,2117.11,Month-to-month,DSL,0,Electronic check,1,1,0
PT-0901,Male,0,54,40.68,2412.76,Two year,No,2,Mailed check,1,0,0
PT-0902,Male,0,53,57.89,3512.98,One year,Fiber optic,6,Mailed check,0,0,1
PT-0903,Male,0,34,88.9,3214.28,Month-to-month,DSL,4,Electronic check,0,0,1
PT-0904,Female,0,46,31.47,1533.14,Month-to-month,DSL,0,Bank transfer,1,1,0
PT-0905,Male,0,10,86.49,827.27,Month-to-month,Fiber optic,0,Bank transfer,1,1,1
PT-0906,Male,1,66,27.54,2033.36,One year,Fiber optic,3,Credit card,1,0,0
